        0.0000000333        0.0000166802
        0.0000001333        0.0000661084
        0.0000002996        0.0001473859
        0.0000005323        0.0002596397
        0.0000008312        0.0004020215
        0.0000011961        0.0005737068
        0.0000016268        0.0007738941
        0.0000021234        0.0010018039
        0.0000026855        0.0012566782
        0.0000033130        0.0015377795
        0.0000040058        0.0018443906
        0.0000047638        0.0021758133
        0.0000055868        0.0025313686
        0.0000064746        0.0029103953
        0.0000074270        0.0033122499
        0.0000084440        0.0037363062
        0.0000095254        0.0041819542
        0.0000106710        0.0046486004
        0.0000118806        0.0051356667
        0.0000131542        0.0056425900
        0.0000144916        0.0061688223
        0.0000158926        0.0067138296
        0.0000173571        0.0072770920
        0.0000188849        0.0078581030
        0.0000204758        0.0084563692
        0.0000221299        0.0090714099
        0.0000238468        0.0097027570
        0.0000256266        0.0103499543
        0.0000274689        0.0110125573
        0.0000293738        0.0116901330
        0.0000313410        0.0123822595
        0.0000333704        0.0130885255
        0.0000354620        0.0138085303
        0.0000376155        0.0145418834
        0.0000398309        0.0152882042
        0.0000421080        0.0160471219
        0.0000444467        0.0168182748
        0.0000468468        0.0176013106
        0.0000493084        0.0183958858
        0.0000518312        0.0192016654
        0.0000544151        0.0200183232
        0.0000570601        0.0208455408
        0.0000597659        0.0216830081
        0.0000625326        0.0225304225
        0.0000653599        0.0233874891
        0.0000682479        0.0242539205
        0.0000711963        0.0251294361
        0.0000742051        0.0260137627
        0.0000772742        0.0269066336
        0.0000804035        0.0278077889
        0.0000835929        0.0287169750
        0.0000868423        0.0296339446
        0.0000901516        0.0305584567
        0.0000935207        0.0314902760
        0.0000969495        0.0324291732
        0.0001004380        0.0333749245
        0.0001039860        0.0343273117
        0.0001075935        0.0352861219
        0.0001112603        0.0362511476
        0.0001149865        0.0372221861
        0.0001187719        0.0381990399
        0.0001226164        0.0391815162
        0.0001265200        0.0401694269
        0.0001304826        0.0411625887
        0.0001345041        0.0421608225
        0.0001385845        0.0431639537
        0.0001427236        0.0441718120
